atleta_id,apelido,posicao_id,clube_id,entrou_em_campo,rodada_id,CA,DS,FC,FF,FD,FS,I,SG,A,G,DE,GS,V,PS,FT,PP,DP,CV,PC,GC,pontuacao
68920,Dudu,5,275,True,8,,,,,,4.0,,,,1.0,,,,,,,,,,,10.0
68923,Gil,3,264,True,8,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,6.6
68928,Rafael,1,276,True,8,,,,,,,,,,,3.0,1.0,,,,,,,,,2.0
68940,Rafael Cabral,1,283,True,8,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,-1.0
68942,Luciano Castán,3,283,True,8,,,,,,,,,,,,,,,,,,,,,0.0
69029,Antônio Carlos Zago,6,294,True,8,,,,,,,,,,,,,,,,,,,,,2.18
69138,Pablo,5,293,True,8,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,2.5
70116,Fellipe Bastos,4,290,True,8,1.0,,,,,,,,,,,,,,,,,,,,-1.0
70172,Fábio,2,284,True,8,,,,1.0,,,,,,,,,,,,,,,,,0.8
70221,Bruno Uvini,3,284,True,8,,,,,,1.0,,,,1.0,,,,,,,,,,,8.5
70360,Eduardo Sasha,5,280,True,8,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,5.9
70449,Gabriel,1,294,True,8,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,0.0
70666,Marllon,3,1371,True,8,,3.0,,,,1.0,,,,,,,,,,,,,,,4.1
70800,Jorge Sampaoli,6,262,True,8,,,,,,,,,,,,,,,,,,,,,4.43
70916,Diogo Barbosa,2,284,True,8,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,0.1
71162,Vina,4,284,True,8,,,,1.0,,2.0,,,,,,,,,,,,,,,1.8
71631,Weverton,1,275,True,8,,,,,,,,,,,3.0,1.0,,,,,,,,,2.0
71684,Gustavo Gómez,3,275,True,8,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,2.9
71829,Júnior Urso,4,294,True,8,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5
71844,Thiago Galhardo,5,356,True,8,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,10.0
72142,Danilo Avelar,3,327,True,8,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,2.0
72294,Everson,1,282,True,8,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
72391,Fernando Diniz,6,266,True,8,,,,,,,,,,,,,,,,,,,,,3.42
72497,Gustavo Campanharo,4,285,True,8,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,0.2
72532,Maguinho,2,290,True,8,,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,9.6
72583,Pedro Henrique,5,285,True,8,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,6.6
72605,Vitor Hugo,3,265,True,8,,,2.0,,,,,,,,,,,,,,,,,,-0.6
72762,Ceppelini,4,1371,True,8,,,,1.0,,,,,,,,,,,,,,,,,0.8
72772,Luiz Adriano,5,285,True,8,,,,,,,,,,,,,,,,,,,,,0.0
73384,Samuel Xavier,2,266,True,8,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,4.7
73620,Bruno Alves,3,284,True,8,,,,,,,,,,,,,,,,,,,,,0.0
73850,Aloísio,5,327,True,8,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,0.8
78077,Madson,2,293,True,8,,,1.0,,,4.0,,,,,,,,,,,,,,,1.7
78117,Everaldo,5,265,True,8,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,2.0
78445,Renê,2,285,True,8,,1.0,,,,,,1.0,,,,,,,,,,,,,6.2
78580,Jonathan Cafu,5,1371,True,8,,,,,,,,,1.0,,,,,,,,,,,,5.0
78850,Reinaldo,2,284,True,8,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,5.4
79113,Víctor Cuesta,3,263,True,8,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,5.4
79188,Silvio Romero,5,356,True,8,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,7.6
79631,Cano,5,266,True,8,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.9
79701,Lucas Silva,4,284,True,8,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.4
80196,Yago Pikachu,4,356,True,8,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,0.6
80287,Luciano,5,276,True,8,,,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,4.4
80583,Lucas Lima,4,277,True,8,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
80692,Luan,3,275,True,8,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0
81091,Jair,4,267,True,8,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,5.0
81150,Mayke,2,275,True,8,,,,,,,,,,,,,,,,,,,,,0.0
81845,Alisson,4,276,True,8,,5.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,11.1
81881,João Ricardo,1,356,True,8,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,5.5
81905,Henrique Dourado,5,283,True,8,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,3.1
81952,Willian Oliveira,4,290,True,8,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.6
82381,Juninho,4,327,True,8,,,,,,,,,,,,,,,,,,,,,0.0
82453,Tadeu,1,290,True,8,,,,,,,,,,,4.0,2.0,,,,,,,,,2.0
82455,Zé Rafael,4,275,True,8,,,2.0,,,2.0,,,,,,,,,,,,,,,0.4
82628,Tinga,2,356,True,8,,4.0,,,,2.0,,1.0,,,,,,,,,,,,,10.8
82747,Paulo Turra,6,293,True,8,,,,,,,,,,,,,,,,,,,,,3.89
82766,Wellington Rato,4,276,True,8,1.0,,,,,,,,,,,,,,,,,,,,-1.0
82792,Maurício Barbieri,6,267,True,8,,,,,,,,,,,,,,,,,,,,,2.15
83257,Gabriel,5,262,True,8,1.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,7.8
83433,Patrick,4,282,True,8,,1.0,,,,,,,,,,,,,,,,,,,1.2
83528,Léo Pereira,3,262,True,8,,,,,,1.0,,,,,,,,,,,,,,,0.5
84263,Jemerson,3,282,True,8,,,3.0,,,2.0,,,,,,,,,,,,,,,0.1
84339,Bruno Melo,3,290,True,8,,,,,1.0,,,,,,,,,,,,,,,,1.2
84428,Fernando Sobral,4,1371,True,8,,3.0,,,1.0,4.0,,,,1.0,,,,,,,,,,,14.8
84674,Lucas Evangelista,4,280,True,8,,2.0,,2.0,,3.0,1.0,,,,,,,,,,,,,,5.4
84817,Robson,5,294,True,8,,1.0,3.0,1.0,,,2.0,,,1.0,,,,,,,,,,,8.9
85004,Marcos Felipe,1,265,True,8,,,,,,,,,,,,2.0,,,,,,,,,-2.0
85425,João Paulo,1,277,True,8,,,,,,,,,,,7.0,2.0,,,,,,,,,5.0
85465,Alex Santana,4,293,True,8,,,,,,,,,,,,,,,,,,,,,0.0
85626,Léo,3,267,True,8,,,,,,,,,,,,,,,,,,,,,0.0
85931,Hyoran,4,282,True,8,,3.0,3.0,,,2.0,,,,,,,,,,,,,,,3.7
86143,Wanderson,3,327,True,8,,1.0,,,,,,,,,,,,,,,,,,,1.2
86388,Alê,4,327,True,8,,,,,,,,,,,,,,,,,,,,,0.0
86391,Sander,2,290,True,8,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,1.3
86410,Victor Luis,2,294,True,8,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
86686,Tchê Tchê,4,263,True,8,,,,,,2.0,,,,,,,,,,,,,,,1.0
86757,Everton,5,262,True,8,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,1.2
86841,Boschilia,4,294,True,8,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,6.8
86859,José Welison,4,356,True,8,,,2.0,,,,,,,,,,,,,,,,,,-0.6
87008,Léo Jardim,1,267,True,8,,,,,,1.0,,,,,5.0,2.0,,,,,,,,,3.5
87098,Matheus Peixoto,5,290,True,8,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,4.6
87225,Pedro Henrique,3,293,True,8,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,4.2
87242,Carlos de Pena,4,285,True,8,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.4
87258,Soteldo,5,277,True,8,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
87402,Messias,3,277,True,8,,2.0,,,,1.0,,,,,,,,,,,,,,,2.9
87470,Thaciano,4,265,True,8,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,4.1
87552,Vitor Bueno,4,293,True,8,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,3.9
87603,Mateus Pasinato,1,327,True,8,,,,,,,,,,,3.0,2.0,,,,,,,,,1.0
87742,Neto Moura,4,283,True,8,,4.0,1.0,,,,,,,,,,,,,,,,,,4.5
87808,Philipe Sampaio,3,263,True,8,,,,,,,1.0,1.0,,,,,,,,,,,,,4.9
88033,Alan Empereur,3,1371,True,8,1.0,,1.0,,,,,,,,,,,,,,,,,,-1.3
88037,Luís Castro,6,263,True,8,,,,,,,,,,,,,1.0,,,,,,,,8.15
88393,Ayrton Lucas,2,262,True,8,1.0,2.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,9.0
89226,Iago Maidana,3,327,True,8,1.0,,1.0,,,,,,,,,,,,,,,,,,-1.3
89256,Gerson,4,262,True,8,1.0,3.0,1.0,,,7.0,,,,,,,,,,,,,,,5.8
89273,João Pedro,2,284,True,8,,,,,,,,,,,,,,,,,,,,,0.0
89275,William,2,283,True,8,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.7
89637,Thiago Maia,4,262,True,8,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,2.3
89695,Iury Castilho,5,1371,True,8,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0
89840,Calleri,5,276,True,8,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,,1.8
89883,Dodi,4,277,True,8,,7.0,2.0,,,3.0,,,,,,,,,,,,,,,9.3
89898,Róger Guedes,5,264,True,8,,1.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,19.3
89918,Everton Galdino,5,284,True,8,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,4.9
90061,Bruno Pacheco,2,356,True,8,,3.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,18.5
90309,David,5,276,True,8,,,,,,1.0,,,,1.0,,,,,,,,,,,8.5
90449,Rezende,4,265,True,8,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,6.2
90540,Diego Gonçalves,5,290,True,8,,,,,,1.0,,,,,,,,,,,,,,,0.5
90768,Fabrício Bruno,3,262,True,8,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
91151,Everaldo,5,327,True,8,,,,,,1.0,,,,,,,,,,,,,,,0.5
91190,PK,2,1371,True,8,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,-0.1
91260,Lucas Perri,1,263,True,8,,,,,,,,1.0,,,1.0,,,,,,,,,,6.0
91473,Erick Pulgar,4,262,True,8,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,3.2
91607,Rony,5,275,True,8,,1.0,2.0,,,4.0,2.0,,,,,,,,,,,,,,2.4
91664,Adryelson,3,263,True,8,,,,,,1.0,,1.0,,,,,,,,,,,,,5.5
91689,Matheus Jussa,4,283,True,8,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,-0.4
91706,Marlon,2,283,True,8,,7.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,17.8
91708,Nino,3,266,True,8,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.6
91772,David Duarte,3,265,True,8,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
91908,Pavón,5,282,True,8,1.0,4.0,2.0,,,3.0,,,,1.0,,,,,,,,,,,12.7
92273,Odair Hellmann,6,277,True,8,,,,,,,,,,,,,,,,,,,,,4.83
92291,Bruno Viana,3,294,True,8,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,-0.4
92708,Deyverson,5,1371,True,8,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,1.2
92811,Bruno Rodrigues,5,283,True,8,,3.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,10.5
93108,Mateus Vital,4,283,True,8,,,,1.0,,,,,,,,,,,,,,,,,0.8
93478,Wanderson,5,285,True,8,,,,,,2.0,,,,1.0,,,,,,,,,,,9.0
93702,Gabriel Inocêncio,2,277,True,8,,9.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,11.8
93716,Paulo Henrique,2,267,True,8,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
93790,Marlon Freitas,4,263,True,8,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
93797,Marcinho,2,327,True,8,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,-0.4
93882,Cleiton,1,280,True,8,,,,,,,,1.0,,,1.0,,,,,,,,,,6.0
93988,Breno Lopes,5,275,True,8,,,,,,1.0,,,,,,,,,,,,,,,0.5
94044,John Victor,1,285,True,8,,,,,,,,1.0,,,4.0,,,,,,,,,,9.0
94067,Matheus Fernandes,4,280,True,8,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,1.1
94154,Maycon,4,264,True,8,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.9
94207,Guilherme,5,356,True,8,,1.0,,,,2.0,,,,,,,,,,,,,,,2.2
94509,Raphael Veiga,4,275,True,8,1.0,,2.0,,,5.0,,,,,,,,,,,,,,,0.9
94514,Oliveira,3,283,True,8,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,2.4
94583,Pedro,5,262,True,8,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,1.5
94845,Battaglia,4,282,True,8,,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,5.3
94853,Eduardo Coudet,6,282,True,8,,,,,,,,,,,,,,,,,,,,,3.15
94931,Lucas Fernandes,4,263,True,8,,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,3.2
94968,Juninho Capixaba,2,280,True,8,,5.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,19.2
95556,Raniele,4,1371,True,8,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,4.7
95662,Lucas Kal,4,327,True,8,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,4.9
95794,Nathan Silva,3,282,True,8,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,0.8
95799,Artur,5,275,True,8,,1.0,,1.0,,4.0,,,1.0,,,,,,,,,,,,9.0
96089,Machado,4,283,True,8,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,3.2
96340,Lima,4,266,True,8,,1.0,1.0,2.0,1.0,8.0,,,,,,,,,,,,,,,7.7
96725,Saravia,2,282,True,8,,,,,,,,,,,,,,,,,,,,,0.0
97145,Villasanti,4,284,True,8,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,2.6
97321,Alesson,5,290,True,8,,,,,,,,,,,,,,,,,,,,,0.0
97468,Marçal,2,263,True,8,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,6.3
98022,Erick,4,293,True,8,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,4.0
98219,Alemão,5,285,True,8,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,3.0
98484,Kanu,3,265,True,8,,,,,,,,,,,,,,,,,,,,,0.0
98605,Di Placido,2,263,True,8,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,12.4
98619,Kuscevic,3,294,True,8,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,0.1
98909,Cuello,5,293,True,8,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,1.1
98976,Gabriel,4,276,True,8,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
99214,Rodrigo Fernández,4,277,True,8,,,,1.0,,,,,,,,,,,,,,,,,0.8
99267,Pochettino,4,356,True,8,,,,,,,,,,,,,,,,,,,,,0.0
99815,Arias,4,266,True,8,,3.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,,,6.8
99818,Paulinho,5,282,True,8,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
99889,Alan Franco,3,276,True,8,1.0,,2.0,,,,,,,,,,,,,,,,,,-1.6
100652,Yuri Alberto,5,264,True,9,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,2.3
100761,Liziero,4,294,True,9,,5.0,3.0,,,1.0,,,,,,,,,,,,,,,5.6
100969,Ronald Lopes,4,1371,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
101002,Júnior Santos,5,263,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
101027,Diego,4,290,True,9,,,1.0,,,1.0,,,,,,,,,,,,,,,0.2
101254,Alef Manga,5,294,True,9,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,9.7
101314,Ademir,5,265,True,9,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,4.6
101319,Guga,2,266,True,9,,2.0,,,,,,,,,,,,,,,,,,,2.4
101405,Wallisson,4,283,True,9,1.0,,3.0,1.0,,2.0,,,,,,,,,,,,,,,-0.1
101594,Hugo Moura,4,293,True,9,,4.0,,1.0,,1.0,,,,,,,,,,,,,,,6.1
101684,Philippe Costa,5,290,True,9,,,,,,,,,,,,,,,,,,,,,0.0
101720,Miranda,3,267,True,9,,5.0,,,,1.0,,,,,,,,,,,,,,,6.5
101960,Vitinho,5,280,True,9,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,5.0
101995,Brítez,3,356,True,9,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,7.3
102130,Piquerez,2,275,True,9,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,7.9
102290,Gabriel Mesquita,1,283,False,9,1.0,,,,,,,,,,,,,,,,,,,,-1.0
102318,Caio Paulista,2,276,True,9,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,7.2
102561,Mastriani,5,327,True,9,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.1
102598,Helinho,5,280,True,9,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0
102878,Terans,4,293,True,9,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,1.7
102911,Zé Ricardo,4,290,True,9,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,4.8
102928,Canobbio,5,293,True,9,,4.0,,1.0,4.0,,,,,,,,,,,,,,,,10.4
103295,Eric Ramires,4,280,True,9,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,2.7
103347,Matheus Alexandre,2,1371,True,9,1.0,7.0,2.0,,,,,1.0,,,,,,,,,,,,,11.8
103575,Caetano,3,264,True,9,,2.0,,,,3.0,,,,,,,,,,,,,1.0,,2.9
103645,Marcos Paulo,5,276,True,9,,,,,,2.0,,,,,,,,,,,,,,,1.0
103695,Jadsom Silva,4,280,True,9,,,2.0,,,1.0,,,,,,,,,,,,,,,-0.1
103700,Bruno Méndez,3,264,True,9,,3.0,1.0,,,,,,,,,,,,,,,,,,3.3
103767,Gabriel Menino,4,275,True,9,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.8
104385,Igor Gomes,3,285,True,9,,,,,,1.0,,,,,,,,,,,,,,,0.5
104502,Christian,4,293,True,9,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5
104521,Vinícius Zanocelo,4,356,True,9,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.1
104754,Juan Vojvoda,6,356,True,9,,,,,,,,,,,,,,,,,,,,,4.63
104783,Acevedo,4,265,True,9,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,3.1
105049,Luis Henrique,5,263,True,9,,,,,,,,,,,,,,,,,,,,,0.0
105175,Khellven,2,293,True,9,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,6.6
105208,Bento,1,293,True,9,,,,,,,,1.0,,,4.0,,,,,,,,,,9.0
105373,Gabriel Xavier,3,265,True,9,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,5.9
105547,Rikelme,5,1371,True,9,,4.0,,,,1.0,1.0,,,,,,,,,,,,,,5.2
105568,Lucero,5,356,True,9,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,0.9
105584,Lucas Piton,2,267,True,9,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,4.5
105672,Nicolás Hernández,3,285,True,9,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,4.2
105811,Wesley,5,283,True,9,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,5.9
105902,Zé Gabriel,4,267,True,9,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
105909,Vinicius Mingotti,5,265,True,9,,,,1.0,,1.0,,,,,,,,,,,,,,,1.3
105911,Rômulo,4,285,True,9,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,5.1
106002,Johnny,4,285,True,9,1.0,5.0,2.0,,,2.0,,,,,,,,,,,,,,,5.4
106199,Gabriel Pec,5,267,True,9,,,,,,1.0,,,,,,,,,,,,,,,0.5
106202,Bruno Gomes,4,294,True,9,,1.0,,,,2.0,,,,,,,,,,,,,,,2.2
106299,Realpe,3,280,True,9,,1.0,,,,,,,,,,,,,,,,,,,1.2
106323,Caio Alexandre,4,356,True,9,,,2.0,,,1.0,,,,,,,,,,,,,,,-0.1
106434,Eduardo Santos,3,280,True,9,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
106835,Luan Patrick,3,280,True,9,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,0.7
106950,Fernando,2,293,True,9,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,6.1
107052,Stênio,5,283,True,9,,,,,1.0,,,,,,,,,,,,,,,,1.2
107111,Richard Ríos,4,275,True,9,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.3
107173,Michel Araújo,4,276,True,9,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
107174,Bruno Tabata,4,275,True,9,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0
107197,Rômulo,5,293,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
107498,André,4,266,True,9,,4.0,1.0,,,3.0,,,,,,,,,,,,,,,6.0
107554,Natanael,2,294,True,9,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,1.3
107676,Nathan,2,277,True,9,,2.0,2.0,,,,,,,,,,,,,,,,,,1.8
107796,Diego Rosa,4,265,True,9,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.4
107809,Matheus Dias,4,285,True,9,,1.0,,,,,,,,,,,,,,,,,,,1.2
107950,Fausto Vera,4,264,True,9,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
108133,Isidro Pitta,5,1371,True,9,,,1.0,,,1.0,,,,,,,,,,,,,,,0.2
108528,Galarza,4,267,True,9,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.6
108946,Victor Sá,5,263,True,9,,,,,1.0,,,,,,,,,,,,,,,,1.2
109404,Thiago Andrade,5,293,True,9,,,1.0,,1.0,,,,,,,,,,,,,,,,0.9
109461,Calebe,4,356,True,9,,,,,,1.0,1.0,,,,,,,,,,,,,,0.4
109563,Joaquim,3,277,True,9,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,0.1
109573,Martinelli,4,266,True,9,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,2.1
109639,Gabriel Novaes,5,290,True,9,,,2.0,,,,1.0,,,,,,,,,,,,,,-0.7
109668,Hugo,2,263,True,9,,4.0,,1.0,,2.0,,,,,,,,,,,,,,,6.6
110415,Ângelo,5,277,True,9,,,,,,,,,,,,,,,,,,,,,0.0
110506,Abel Ferreira,6,275,True,9,,,,,,,,,,,,,1.0,,,,,,,,6.69
110715,Andrés Hurtado,2,280,True,9,,,,,,,,,,,,,,,,,,,,,0.0
110727,Rubens,2,282,True,9,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,9.1
110776,Orellano,4,267,True,9,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,1.9
110818,Renato Paiva,6,265,True,9,,,,,,,,,,,,,,,,,,,,,5.52
110909,Guilherme Lopes,2,280,True,9,,,,1.0,,,,,,,,,,,,,,,,,0.8
110962,Kayque,4,263,True,9,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,-0.5
111408,Felipe Augusto,5,264,True,9,,,,,,,,,,,,,,,,,,,,,0.0
111578,António Oliveira,6,1371,True,9,,,,,,,,,,,,,1.0,,,,,,,,8.120000000000001
111682,Adson,4,264,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
111690,Matheus Cunha,1,262,True,9,,,,,,,,,,,4.0,1.0,,,,,,,,,3.0
111760,Fabinho,4,275,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
111949,Quagliata,5,1371,True,9,,,1.0,,,,,,,,,,,,,,,,,,-0.3
111996,Julián Palacios,4,290,True,9,,,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,4.9
112136,Lucas Beraldo,3,276,True,9,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,4.5
112140,Bitello,4,284,True,9,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,4.7
112370,Emerson Ramon,5,1371,True,9,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,4.7
112616,Gabriel Grando,1,284,True,9,,,,,,,,,,,3.0,1.0,,,,,,,,,2.0
112913,Capasso,3,267,True,9,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.1
113103,Flaco López,5,275,True,9,,1.0,,,,,,,,,,,,,,,,,,,1.2
113157,Nathan Mendes,2,276,True,9,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,2.6
113295,Júlio,3,327,True,9,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,9.7
113359,Pablo Maia,4,276,True,9,,1.0,4.0,,,,,,,,,,,,,,,,,,0.0
114374,Lucas Pires,2,277,True,9,,1.0,,,,,,,,,,,,,,,,,,,1.2
114802,Vitor Roque,5,293,True,9,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,6.1
115061,Thauan Lara,2,285,True,9,,,2.0,,,2.0,,,,,,,,,,,,,,,0.4
115100,Matheus França,4,262,True,9,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
115239,Wesley,2,262,True,9,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,1.1
115248,Jhon Jhon,4,275,True,9,1.0,,2.0,,,,,,,,,,,,,,,,,,-1.6
115563,Rodriguinho,4,327,True,9,,,,,,,,,,,,,,,,,,,,,0.0
115671,Mila,4,284,True,9,1.0,,2.0,,,,,,,,,,,,,,,,,,-1.6
115915,Lelê,5,266,True,9,,,,,1.0,,,,,,,,,,,,,,,,1.2
115986,Denilson,4,1371,True,9,,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,3.3
115997,Mateus Henrique,4,327,True,9,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.6
116034,Victor Hugo,4,262,True,9,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,3.0
116432,Daniel Junior,4,283,True,9,,,,,,2.0,,,,,,,,,,,,,,,1.0
116447,Hércules,4,356,True,9,,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,2.9
116461,Jamerson,2,294,True,9,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0
116672,Daniel Ruiz,4,277,True,9,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
117314,Thiago Borbas,5,280,True,9,,,,,,1.0,,,,1.0,,,,,,,,,,,8.5
